Using report1.sqlite for SQL queries.
Running [/nfs/c3po/software/spack/opt/spack/linux-ubuntu20.04-x86_64/gcc-9.3.0/cuda-11.6.0-bs5m5wvrn6c236edh2l3yr6bajgkhz72/nsight-systems-2021.5.2/target-linux-x64/reports/nvtxsum.py report1.sqlite]... 

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                         Range                                       
      0.0          8532383         25      341295.3      330907.0      321308      605476      55232.7  PushPop  TSL:XlaPass:#name=simplify-while-loops,module=jit_wrapper,program_id=42#          
      0.0          8182720          7     1168960.0     1187799.0     1100022     1221312      51247.1  PushPop  TSL:XlaEmitGpuAsm:#module=jit_add#                                                
      0.0          8069045          1     8069045.0     8069045.0     8069045     8069045          0.0  PushPop  TSL:XlaPass:#name=dynamic-dimension-simplifier,module=jit_wrapper,program_id=42#  
      0.0          8034993         26      309038.2      108751.0      107924     5215092    1000775.4  PushPop  TSL:XlaPass:#name=dot_dimension_sorter,module=jit_wrapper,program_id=42#          
      0.0          7961190         25      318447.6      306099.0      303675      570480      52725.4  PushPop  TSL:XlaPass:#name=simplify-while-loops,module=jit_wrapper,program_id=14#          
      0.0          7847666          1     7847666.0     7847666.0     7847666     7847666          0.0  PushPop  TSL:XlaOptimizeLlvmIr:#module=jit__std#                                           
      0.0          7837538          3     2612512.7     2616403.0     2560989     2660146      49692.8  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_wrapper,program_id=42#      
      0.0          7707080          1     7707080.0     7707080.0     7707080     7707080          0.0  PushPop  TSL:XlaPass:#name=dynamic-dimension-simplifier,module=jit_wrapper,program_id=14#  
      0.0          7700316          3     2566772.0     2557992.0     2515712     2626612      55968.9  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_wrapper,program_id=14#      
      0.0          7665842         26      294840.1      101707.5      100711     5018961     963652.9  PushPop  TSL:XlaPass:#name=dot_dimension_sorter,module=jit_wrapper,program_id=14#          
      0.0          7487006         25      299480.2      258750.0      254492      771200     105209.9  PushPop  TSL:XlaPass:#name=bitcast_dtypes_expander,module=jit_wrapper,program_id=42#       
      0.0          7485680          3     2495226.7     2493189.0     2422446     2570045      73820.6  PushPop  TSL:XlaOptimizeLlvmIr:#module=jit_sqrt#                                           
      0.0          7306482          1     7306482.0     7306482.0     7306482     7306482          0.0  PushPop  TSL:XlaPass:#name=simplification,module=jit__normal,program_id=4#                 
      0.0          7299378          1     7299378.0     7299378.0     7299378     7299378          0.0  PushPop  TSL:XlaPassPipeline:#name=command-buffer-scheduling,module=jit_wrapper,program_id…
      0.0          7294108          1     7294108.0     7294108.0     7294108     7294108          0.0  PushPop  TSL:XlaPassPipeline:#name=command-buffer-scheduling,module=jit_wrapper,program_id…
      0.0          7108358          2     3554179.0     3554179.0     3125748     3982610     605892.9  PushPop  TSL:XlaAutotunerMeasurement:#hlo_op=custom-call.270#                              
      0.0          7031852         25      281274.1      244252.0      239524      706307      95156.1  PushPop  TSL:XlaPass:#name=bitcast_dtypes_expander,module=jit_wrapper,program_id=14#       
      0.0          6959061         10      695906.1      670003.0      643248      908279      77882.6  PushPop  TSL:XlaPassPipeline:#name=simplification,module=jit__normal,program_id=4#         
      0.0          6948735         25      277949.4      263599.0      257908      569719      60987.1  PushPop  TSL:XlaPass:#name=slice-sinker,module=jit_wrapper,program_id=42#                  
      0.0          6759937          2     3379968.5     3379968.5     2297229     4462708    1531224.9  PushPop  TSL:XlaAutotunerMeasurement:#hlo_op=cublas-batch-gemm.2#                          
      0.0          6589544          1     6589544.0     6589544.0     6589544     6589544          0.0  PushPop  TSL:XlaModule:#prefix=jit(wrapper)/jit(main),hlo_module=jit_wrapper,program_id=42#
      0.0          6519994         25      260799.8      247939.0      244002      537657      57836.3  PushPop  TSL:XlaPass:#name=slice-sinker,module=jit_wrapper,program_id=14#                  
      0.0          6469726         25      258789.0      244793.0      242308      473486      45904.2  PushPop  TSL:XlaPass:#name=real_imag_expander,module=jit_wrapper,program_id=42#            
      0.0          6396466         25      255858.6      242659.0      241377      434974      39070.5  PushPop  TSL:XlaPass:#name=scatter_expander,module=jit_wrapper,program_id=42#              
      0.0          6350947         25      254037.9      242699.0      241096      430795      37483.5  PushPop  TSL:XlaPass:#name=gather_simplifier,module=jit_wrapper,program_id=42#             
      0.0          6342529         25      253701.2      242760.0      238021      432789      38461.1  PushPop  TSL:XlaPass:#name=scatter_simplifier,module=jit_wrapper,program_id=42#            
      0.0          6314012         25      252560.5      239854.0      237980      427830      37788.1  PushPop  TSL:XlaPass:#name=gather_expander,module=jit_wrapper,program_id=42#               
      0.0          6249430         27      231460.4      220277.0      186664      465351      48965.5  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit_wrapper,program_id=42#              
      0.0          6244222         10      624422.2       48322.0       38152     5637993    1762044.7  PushPop  TSL:#edge_name=copy#                                                              
      0.0          6129453         25      245178.1      231328.0      228963      443830      42796.4  PushPop  TSL:XlaPass:#name=real_imag_expander,module=jit_wrapper,program_id=14#            
      0.0          6080673         25      243226.9      228292.0      226238      471583      48796.8  PushPop  TSL:XlaPass:#name=scatter_expander,module=jit_wrapper,program_id=14#              
      0.0          6027143         25      241085.7      226479.0      224264      457867      46282.9  PushPop  TSL:XlaPass:#name=gather_expander,module=jit_wrapper,program_id=14#               
      0.0          6009499         25      240380.0      230727.0      227100      403244      34661.7  PushPop  TSL:XlaPass:#name=gather_simplifier,module=jit_wrapper,program_id=14#             
      0.0          6004948         25      240197.9      225116.0      222962      453118      45547.5  PushPop  TSL:XlaPass:#name=scatter_simplifier,module=jit_wrapper,program_id=14#            
      0.0          5944944          1     5944944.0     5944944.0     5944944     5944944          0.0  PushPop  TSL:XlaEmitGpuAsm:#module=jit_tree_bias_correction#                               
      0.0          5891692         27      218210.8      208825.0      175442      425686      43361.1  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit_wrapper,program_id=14#              
      0.0          5705020          1     5705020.0     5705020.0     5705020     5705020          0.0  PushPop  TSL:XlaOptimizeLlvmIr:#module=jit__threefry_split#                                
      0.0          5654605          2     2827302.5     2827302.5     2318649     3335956     719344.7  PushPop  TSL:XlaPass:#name=computation-deduplicator,module=jit_wrapper,program_id=14#      
      0.0          5642371          2     2821185.5     2821185.5     2233628     3408743     830931.8  PushPop  TSL:XlaPass:#name=computation-deduplicator,module=jit_wrapper,program_id=42#      
      0.0          5027839        365       13774.9       11582.0        8406       48522       5662.7  PushPop  TSL:Thunk:#name=,hlo_op=loop_multiply_fusion#                                     
      0.0          5025744          1     5025744.0     5025744.0     5025744     5025744          0.0  PushPop  TSL:XlaEmitGpuAsm:#module=jit__std#                                               
      0.0          4994594         25      199783.8      190320.0      187144      344692      31526.1  PushPop  TSL:XlaPass:#name=simplify-sorts,module=jit_wrapper,program_id=42#                
      0.0          4760071          1     4760071.0     4760071.0     4760071     4760071          0.0  PushPop  TSL:XlaPassPipeline:#name=hlo normalization,module=jit__normal,program_id=5#      
      0.0          4755793          1     4755793.0     4755793.0     4755793     4755793          0.0  PushPop  TSL:XlaPassPipeline:#name=hlo normalization,module=jit__normal,program_id=4#      
      0.0          4754160          2     2377080.0     2377080.0      929119     3825041    2047726.1  PushPop  TSL:XlaPass:#name=gpu_horizontal_loop_fusion,module=jit_wrapper,program_id=14#    
      0.0          4732880          2     2366440.0     2366440.0     2090407     2642473     390369.6  PushPop  TSL:XlaAutotunerMeasurement:#hlo_op=custom-call.279#                              
      0.0          4712599          7      673228.4      698973.0      601468      763495      63010.5  PushPop  TSL:XlaOptimizeLlvmIr:#module=jit_add#                                            
      0.0          4704747         25      188189.9      176804.0      172497      393204      43290.1  PushPop  TSL:XlaPass:#name=simplify-conditional,module=jit_wrapper,program_id=42#          
      0.0          4659701          1     4659701.0     4659701.0     4659701     4659701          0.0  PushPop  TSL:XlaPassPipeline:#name=collective-optimizations,module=jit_wrapper,program_id=…
      0.0          4658217          2     2329108.5     2329108.5      374799     4283418    2763811.0  PushPop  TSL:XlaPass:#name=reshape-decomposer,module=jit_wrapper,program_id=42#            
      0.0          4652057          2     2326028.5     2326028.5      957443     3694614    1935472.2  PushPop  TSL:XlaPass:#name=gpu_horizontal_loop_fusion,module=jit_wrapper,program_id=42#    
      0.0          4574890          2     2287445.0     2287445.0     2005937     2568953     398112.4  PushPop  TSL:XlaAutotunerMeasurement:#hlo_op=custom-call.281#                              
      0.0          4572156         25      182886.2      173278.0      170032      325126      30974.4  PushPop  TSL:XlaPass:#name=simplify-sorts,module=jit_wrapper,program_id=14#                
      0.0          4513002          2     2256501.0     2256501.0      368497     4144505    2670040.9  PushPop  TSL:XlaPass:#name=reshape-decomposer,module=jit_wrapper,program_id=14#            
      0.0          4478307          1     4478307.0     4478307.0     4478307     4478307          0.0  PushPop  TSL:XlaPassPipeline:#name=collective-optimizations,module=jit_wrapper,program_id=…
      0.0          4390652         25      175626.1      165192.0      162007      359871      38801.2  PushPop  TSL:XlaPass:#name=simplify-conditional,module=jit_wrapper,program_id=14#          
      0.0          4372858          1     4372858.0     4372858.0     4372858     4372858          0.0  PushPop  TSL:XlaPassPipeline:#name=hlo normalization,module=jit__normal,program_id=6#      
      0.0          4341376         24      180890.7       16406.0        9929     3982519     809747.9  PushPop  TSL:Thunk:#name=,hlo_op=loop_subtract_fusion.1#                                   
      0.0          4258722          1     4258722.0     4258722.0     4258722     4258722          0.0  PushPop  TSL:XlaEmitGpuAsm:#module=jit__threefry_split#                                    
      0.0          4198978          1     4198978.0     4198978.0     4198978     4198978          0.0  PushPop  TSL:XlaPassPipeline:#name=optimization,module=jit__normal,program_id=5#           
